budget,popularity,runtime,revenue,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_length,original_language_en,comp_Warner Bros.,comp_Universal Pictures,comp_Paramount Pictures,comp_Twentieth Century Fox Film Corporation,comp_Columbia Pictures,comp_Metro-Goldwyn-Mayer (MGM),comp_New Line Cinema,comp_Touchstone Pictures,comp_Walt Disney Pictures,comp_Columbia Pictures Corporation,comp_TriStar Pictures,comp_Relativity Media,comp_Canal+,comp_United Artists,comp_Miramax Films,comp_Village Roadshow Pictures,comp_Regency Enterprises,comp_ The,comp_BBC Films,comp_Dune Entertainment,comp_Working Title Films,comp_Fox Searchlight Pictures,comp_StudioCanal,comp_Lionsgate,comp_DreamWorks SKG,comp_Fox 2000 Pictures,comp_Summit Entertainment,comp_Hollywood Pictures,comp_Orion Pictures,comp_Amblin Entertainment,comp_length,country_United States of America,country_United Kingdom,country_France,country_Germany,country_Canada,country_India,country_Italy,country_Australia,country_Japan,country_Spain,country_length,num_spoken,spoken_en,genders_cast_0,genders_cast_1,genders_cast_2,num_cast,genders_crew_0,genders_crew_1,genders_crew_2,num_crew,release_day,release_month,release_year,release_quarter,release_dayofweek
9000000,8.888278,79.0,4350774,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,12,5,19,36,4,2,8,14,29,4,1994,2,4
110000000,0.913096,133.0,407711549,0,0,1,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,3,1,3,8,20,31,10,5,13,28,24,4,2003,2,3
3500000,5.3538260000000015,108.0,615816,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,6,15,2,1,1,4,22,1,2016,1,4
18000000,6.675032000000002,98.0,382174,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,4,9,10,23,3,0,2,5,5,11,2008,4,2
39200000,14.131906,126.0,86758912,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,4,4,1,27,3,15,45,37,11,14,62,1,8,2013,3,3
25000000,5.405958,113.0,432274,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,1,1,5,1,3,9,42,2,10,54,28,3,2012,1,2
4000000,10.200398,91.0,52425855,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,14,19,25,4,8,37,23,1,2015,1,4
20000000,8.759774,72.0,109862682,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,3,1,1,4,2,6,12,9,0,0,9,14,2,2002,1,3
63600000,6.047757,102.0,19412993,1,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,10,15,2,1,7,10,6,10,2000,4,4
32000000,7.54701,107.0,18552460,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,3,13,16,2,0,8,10,9,2,1995,1,3
3500000,4.456904,98.0,113783,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,15,2,0,0,2,7,2,2006,1,1
125000,10.850569,90.0,3200000,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,6,3,3,2,8,11,9,2011,3,6
9000000,5.997054,93.0,17096053,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,0,4,9,13,0,0,9,9,17,9,1998,3,3
40000000,9.825841,99.0,62771059,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,2,1,3,4,8,15,5,2,10,17,5,4,2007,2,3
19000000,10.966015,122.0,144216468,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,3,7,10,20,34,7,21,62,9,9,2005,3,4
5000000,6.501176999999998,113.0,41833347,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,20,23,6,1,13,20,21,5,1975,2,2
2000000,11.189831,95.0,24600832,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,10,2,6,18,4,0,9,13,24,12,1981,4,3
11000000,8.929393,98.0,2807854,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,3,5,15,8,0,6,14,2,8,1991,3,4
12468389,6.116093,97.0,29007412,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,2,1,1,5,3,7,15,0,1,2,3,14,10,2011,4,4
38000000,1.406181,106.0,207283925,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,2,1,1,10,3,17,30,108,9,24,141,22,6,2001,2,4
90000000,5.496624,91.0,14828081,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,1,2,3,7,12,36,5,18,59,14,1,2000,1,4
15000000,14.778884,93.0,125212904,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,12,0,11,23,37,2,20,59,22,10,1982,4,4
32000000,11.137888,133.0,156167015,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1,2,4,18,24,1,4,14,19,7,7,1989,3,4
30000000,5.844016000000001,130.0,31148328,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,2,1,1,2,3,13,18,6,3,10,19,9,9,2008,3,1
6000000,9.534232,141.0,17555141,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,1,0,17,1,8,26,8,0,1,9,9,9,2010,3,3
82500000,9.796552,107.0,237681299,1,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,1,5,7,12,24,0,0,15,15,22,6,2006,2,3
14000000,1.36737,93.0,161001698,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,5,6,15,1,0,2,3,20,2,1997,1,3
5000000,3.172765,95.0,3833507,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,7,1,4,12,2,0,5,7,6,10,2006,4,4
180000000,16.088366,98.0,521311860,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,12,7,13,32,31,3,18,52,22,6,2008,2,6
4000000,5.263187,86.0,16675000,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,5,4,9,18,10,4,8,22,8,3,1996,1,4
40000000,7.271503,110.0,79700000,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,14,11,30,6,7,6,19,17,5,2012,2,3
4500000,3.311392,97.0,744816,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,4,5,12,1,1,3,5,10,10,2009,4,5
7000000,0.8614729999999999,87.0,136203,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,5,8,0,0,3,3,2,12,1988,4,4
60000000,12.915358,108.0,77920346,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,10,15,9,4,12,25,19,4,2006,2,2
24000000,3.69298,107.0,12372410,1,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,25,4,18,47,1,1,8,10,7,4,2000,2,4
12600000,11.695036,106.0,19054534,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,4,13,22,37,2,10,49,12,9,2014,3,4
85000000,10.254314,97.0,144000000,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,1,17,10,18,45,8,7,11,26,15,12,2006,4,4
10000000,11.509677,100.0,3916303,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,1,1,3,8,10,21,3,1,9,13,8,9,1988,3,3
55000000,7.713230999999999,91.0,110000000,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,11,17,8,0,5,13,30,10,2013,4,2
75000000,14.302910999999998,87.0,527068851,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,9,21,45,1,20,66,25,7,2007,3,2
3200000,6.174699,94.0,10000000,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,6,0,0,1,1,15,11,1985,4,4
2000000,5.396271,97.0,2801508,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,12,6,5,23,39,3,6,48,17,9,2015,3,3
15000000,7.0242270000000016,92.0,66000000,0,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,2,1,1,2,3,7,12,4,1,10,15,30,6,1995,2,4
100000000,8.140709,136.0,108103450,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,6,2,8,16,100,1,22,123,5,3,2004,1,4
22000000,7.145784,105.0,26570463,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,5,2,1,4,3,14,21,6,1,5,12,25,12,1997,4,3
7000000,19.726114000000006,124.0,470654000,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,12,5,12,29,12,2,14,28,18,6,1975,2,2
6700000,1.312833,143.0,31000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,8,4,8,20,17,0,5,22,1,6,2012,2,4
20000000,13.132127,105.0,1969193,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,15,9,16,40,2,1,6,9,1,9,2012,3,5
35000000,7.321172,111.0,173965010,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,19,6,13,38,21,5,11,37,7,2,2013,1,3
35000000,6.493765,90.0,83061158,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,15,3,6,24,3,0,2,5,8,8,2014,3,4
10000000,11.341505,106.0,85300000,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,3,2,11,16,2,1,8,11,25,6,1981,2,3
12000000,7.216102999999999,132.0,10652498,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,2,5,9,0,3,12,22,4,2009,2,2
49000000,16.628427,127.0,352927224,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,1,1,4,11,20,35,4,3,13,20,20,3,1992,1,4
50000000,7.668829,105.0,28931401,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,26,5,20,51,48,2,20,70,24,2,2011,1,3
7500000,8.593196,100.0,26096852,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,16,9,4,29,1,2,4,7,29,10,2009,4,3
14000000,1.596058,139.0,2474000,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,5,7,14,1,1,2,4,31,3,1995,1,4
110000000,7.825072,120.0,72178895,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,4,6,1,4,4,18,26,109,5,21,135,16,6,2004,2,2
800000,0.941994,114.0,1001437,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,6,1,2,9,9,0,4,13,8,10,1993,4,4
30000000,21.791111,140.0,8574339,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,2,4,1,17,2,15,34,69,2,11,82,15,10,2016,4,5
15000000,3.4504019999999995,87.0,5600000,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,1,3,4,6,13,16,5,9,30,16,8,1996,3,4
22000000,11.945397,127.0,505000000,1,0,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,6,14,35,6,20,61,12,7,1990,3,3
20000000,5.270187,118.0,57588485,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,9,15,2,2,5,9,13,12,2002,4,4
70000000,6.660309,88.0,18662027,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,1,0,3,9,12,23,1,5,29,13,6,2013,2,3
19000000,9.106146,109.0,18755936,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,11,22,4,7,33,16,10,2008,4,3
23000000,14.13488,101.0,351583407,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,1,4,11,16,7,1,6,14,29,7,1994,3,4
18339750,7.692239999999999,156.0,92180910,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,3,3,0,25,8,29,62,47,1,11,59,8,9,2004,3,2
102000000,9.646208,99.0,147080413,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,2,1,23,6,24,53,3,0,7,10,7,6,2001,2,3
7920000,11.162277,140.0,14560084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,1,1,7,10,18,4,1,9,14,6,10,1978,4,4
12560000,4.0529910000000005,105.0,42700000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,45,3,5,53,4,0,2,6,7,2,2001,1,2
98000000,7.284477000000001,119.0,10017322,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,4,2,1,9,2,20,31,2,2,12,16,22,12,1995,4,4
8500000,6.57613,104.0,5001655,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,6,10,76,4,14,94,27,2,2004,1,4
11178,0.079287,104.0,34659,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,2,9,6,0,0,6,5,9,2012,3,2
9500000,5.8471660000000005,88.0,7800000,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,5,4,11,1,0,1,2,6,9,2013,3,4
55000000,10.758754,121.0,203427584,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,3,1,1,12,8,16,36,99,1,13,113,10,9,2015,3,3
50000000,11.511424,99.0,87528173,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,0,0,3,1,1,3,6,14,23,0,0,7,7,28,4,2006,2,4
10000000,2.8497790000000003,99.0,14000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,12,17,8,0,7,15,12,11,1987,4,3
15000000,10.271871,135.0,13060843,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,4,9,18,8,2,17,27,16,12,2002,4,0
15000000,15.423538,148.0,56255142,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,1,9,8,8,25,25,7,18,50,11,9,2007,3,1
27000,10.513367,92.0,3151130,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,0,7,15,1,0,6,7,13,9,1994,3,1
40000000,8.778999,93.0,23937870,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,3,1,1,6,3,11,20,5,0,16,21,21,7,2006,3,4
21000000,8.425361,99.0,72417394,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,5,13,19,1,0,3,4,25,3,2011,1,4
72500000,6.936688,116.0,162966177,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,4,15,24,2,0,12,14,4,8,2006,3,4
12000000,5.845712000000002,94.0,46044400,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,9,23,1,0,8,9,5,10,1990,4,4
50000000,12.285545,87.0,83761844,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,4,12,18,7,0,12,19,4,6,2010,2,4
65000000,10.237996,119.0,250821495,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,9,7,16,11,7,14,32,17,12,1998,4,3
70000000,18.324219,98.0,164000000,0,1,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,1,36,8,18,62,19,3,11,33,12,6,1998,2,4
65000000,13.455112,120.0,217764291,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,1,3,4,13,20,95,10,37,142,4,8,2004,3,2
30000000,14.811958,95.0,66486080,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,20,10,18,48,51,10,18,79,12,4,2012,2,3
12000000,1.575026,100.0,12902790,1,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,8,1,3,7,11,30,10,1998,4,4
19000000,4.249948000000002,130.0,23550000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,5,11,6,22,3,2,3,8,19,1,2008,1,5
7000000,7.4527899999999985,109.0,48126384,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,1,12,7,9,28,45,5,15,65,20,9,2012,3,3
